9986333,10278975,10939381,10700875,10083456,9997237,-55,5292595,
9985565,10278794,10939578,10701249,10083379,9997116,-54,5292603,
9988079,10279353,10940595,10700003,10082440,9996277,-55,5292601,
9986111,10278798,10938549,10701317,10083540,9996759,-55,5292609,
9988131,10278468,10939730,10701612,10081979,9996793,-55,5292593,
9987023,10278825,10940880,10702372,10082620,9996146,-51,5292607,
9986745,10278035,10939636,10700461,10082184,9998587,-56,5292601,
9986431,10278893,10939555,10701478,10082594,9996039,-56,5292619,
9986866,10279338,10938506,10702073,10081491,9996561,-56,5292603,
9988316,10280187,10939466,10701999,10083066,9996157,-54,5292604,
9988260,10278769,10939887,10700558,10082933,9997404,-57,5292601,
9986770,10278969,10939406,10702137,10082264,9996168,-57,5292605,
9986459,10279841,10939442,10701552,10083685,9996158,-53,5292607,
9985857,10277413,10939556,10701623,10082746,9996945,-53,5292598,
9986129,10279164,10938123,10701232,10082141,9997853,-52,5292593,
9986225,10277977,10938667,10702336,10082578,9997990,-52,5292602,
9985912,10279871,10938128,10700268,10082612,9997498,-56,5292590,
9985625,10280123,10939766,10700806,10083397,9998041,-57,5292600,
9986312,10278736,10939511,10701897,10084208,9997061,-50,5292603,
9986495,10279899,10940840,10702233,10083012,9996222,-52,5292593,
9985367,10279293,10939060,10700980,10082736,9995816,-52,5292588,
9986180,10280008,10939903,10702312,10082607,9995104,-54,5292600,
9985996,10278557,10939349,10701350,10082405,9996400,-55,5292590,
9986439,10279228,10939325,10701436,10082682,9996282,-58,5292589,
9985578,10279069,10941798,10701456,10083991,9996922,-55,5292578,
9985251,10279655,10939003,10701710,10083149,9995340,-53,5292619,
9985321,10279294,10938300,10701545,10081912,9995545,-55,5292579,
9984426,10278340,10937850,10702863,10082532,9996075,-54,5292634,
9985749,10278534,10939559,10701799,10081503,9996081,-53,5292592,
9986881,10279753,10940351,10700855,10082824,9995703,-53,5292608,
9986721,10279034,10938595,10701137,10083440,9997526,-55,5292605,
9984682,10279402,10939969,10700520,10082245,9996151,-53,5292594,
9986518,10278452,10940658,10700594,10081785,9997112,-55,5292591,
9986946,10278273,10940317,10700246,10082783,9996345,-57,5292614,
9988094,10279380,10938577,10703270,10081742,9995983,-55,5292600,
9985233,10280443,10939042,10701227,10082842,9996647,-53,5292594,
9984986,10279537,10938831,10703409,10082746,9996333,-57,5292594,
9985937,10279100,10938476,10702144,10082158,9995761,-57,5292609,
9985644,10280297,10938830,10700684,10082767,9997034,-55,5292608,
9986217,10279911,10939744,10701952,10082987,9996492,-54,5292596,
9987135,10278792,10939599,10701477,10082307,9996530,-54,5292594,
9986178,10277865,10940203,10702197,10084195,9997242,-57,5292612,
9987486,10278572,10939090,10701723,10083324,9996533,-57,5292596,
9985633,10280069,10939668,10699861,10084327,9996483,-54,5292614,
9986059,10278857,10940014,10700913,10082616,9995787,-57,5292604,
9986322,10278909,10940872,10702421,10082682,9995935,-54,5292607,
9985844,10280784,10939356,10701403,10084768,9997295,-55,5292593,
9985540,10279512,10940869,10702377,10082610,9996129,-53,5292600,
9984926,10278299,10939100,10700996,10083016,9996500,-55,5292595,
9986245,10279727,10940009,10702111,10082634,9995758,-53,5292599,
9986985,10280209,10938761,10702286,10083731,9996157,-56,5292608,
9988138,10279197,10938722,10701590,10083986,9994950,-60,5292611,
9985999,10278422,10940836,10701399,10083913,9995280,-56,5292604,
9987235,10278047,10939280,10700974,10085407,9995704,-56,5292614,
9986574,10278995,10938399,10701001,10083353,9997056,-58,5292610,
9987588,10279230,10938675,10700415,10084333,9995586,-54,5292596,
9986444,10278788,10940684,10701741,10083196,9996010,-54,5292589,
9987051,10279206,10939448,10701504,10083638,9995599,-54,5292579,
9986232,10279419,10940017,10701727,10083475,9995000,-58,5292616,
9986299,10280481,10939778,10701942,10084387,9996163,-57,5292599,
9987706,10279290,10940150,10700116,10083259,9995962,-57,5292606,
9986435,10279090,10940250,10701487,10083180,9995779,-58,5292620,
9986225,10279131,10938584,10701026,10083713,9995971,-58,5292598,
9985481,10279771,10939582,10702214,10084323,9996240,-57,5292607,
9985590,10278687,10939946,10700269,10084109,9995112,-55,5292593,
9987582,10279697,10939964,10701413,10082840,9995875,-54,5292609,
9986117,10280198,10941054,10701583,10082871,9996980,-56,5292623,
9985121,10279725,10939133,10700723,10083164,9996536,-57,5292599,
9986143,10280353,10939475,10702491,10082218,9997176,-53,5292592,
9985906,10279536,10940062,10701897,10083660,9996114,-57,5292599,
9985746,10281358,10939078,10701442,10084297,9996399,-58,5292604,
